week_end,pathogen,geography,percent_visits
12/30/2023,COVID-19,Wyoming,4.7
12/30/2023,Influenza,Alabama,10.6
12/30/2023,Influenza,Alaska,0.6
12/30/2023,Influenza,Arizona,6.9
12/30/2023,Influenza,Arkansas,5.4
12/30/2023,Influenza,California,3.9
12/30/2023,Influenza,Colorado,5
12/30/2023,Influenza,Connecticut,3.5
12/30/2023,Influenza,Delaware,5.8
12/30/2023,Influenza,District of Columbia,4.9
12/30/2023,Influenza,Florida,5.8
12/30/2023,Influenza,Georgia,7.7
12/30/2023,Influenza,Hawaii,4.6
12/30/2023,Influenza,Idaho,4.9
12/30/2023,Influenza,Illinois,5
12/30/2023,Influenza,Indiana,5.4
12/30/2023,Influenza,Iowa,3.7
12/30/2023,Influenza,Kansas,2.2
12/30/2023,Influenza,Kentucky,5.7
12/30/2023,Influenza,Louisiana,9.6
12/30/2023,Influenza,Maine,2.8
12/30/2023,Influenza,Maryland,6.3
12/30/2023,Influenza,Massachusetts,4.4
12/30/2023,Influenza,Michigan,3.5
12/30/2023,Influenza,Minnesota,3.9
12/30/2023,Influenza,Mississippi,9.6
12/30/2023,Influenza,Montana,9.9
12/30/2023,Influenza,United States,5.8
12/30/2023,Influenza,Nebraska,2
12/30/2023,Influenza,Nevada,4.3
12/30/2023,Influenza,New Hampshire,3.6
12/30/2023,Influenza,New Jersey,5.9
12/30/2023,Influenza,New Mexico,8.3
12/30/2023,Influenza,New York,4.6
12/30/2023,Influenza,North Carolina,14
12/30/2023,Influenza,North Dakota,4
12/30/2023,Influenza,Ohio,4.1
12/30/2023,Influenza,Oklahoma,2.4
12/30/2023,Influenza,Oregon,2.4
12/30/2023,Influenza,Pennsylvania,5.2
12/30/2023,Influenza,Rhode Island,3.9
12/30/2023,Influenza,South Carolina,11.5
12/30/2023,Influenza,Tennessee,9
12/30/2023,Influenza,Texas,6.3
12/30/2023,Influenza,Utah,7.5
12/30/2023,Influenza,Vermont,2.5
12/30/2023,Influenza,Virginia,7.5
12/30/2023,Influenza,Washington,3
12/30/2023,Influenza,West Virginia,5.4
12/30/2023,Influenza,Wisconsin,4
12/30/2023,Influenza,Wyoming,6
12/30/2023,RSV,Alabama,0.7
12/30/2023,RSV,Alaska,2.2
12/30/2023,RSV,Arizona,1
12/30/2023,RSV,Arkansas,1.9
12/30/2023,RSV,California,0.9
12/30/2023,RSV,Colorado,1.2
12/30/2023,RSV,Connecticut,0.7
12/30/2023,RSV,Delaware,0.9
12/30/2023,RSV,District of Columbia,0.7
12/30/2023,RSV,Florida,0.4
12/30/2023,RSV,Georgia,0.3
12/30/2023,RSV,Hawaii,0.5
12/30/2023,RSV,Idaho,1
12/30/2023,RSV,Illinois,1.3
12/30/2023,RSV,Indiana,1.2
12/30/2023,RSV,Iowa,2.1
12/30/2023,RSV,Kansas,1.4
12/30/2023,RSV,Kentucky,1.5
12/30/2023,RSV,Louisiana,0.6
12/30/2023,RSV,Maine,0.9
12/30/2023,RSV,Maryland,0.9
12/30/2023,RSV,Massachusetts,1.1
12/30/2023,RSV,Michigan,1.4
12/30/2023,RSV,Minnesota,1.8
12/30/2023,RSV,Mississippi,0.4
12/30/2023,RSV,Montana,0.9
12/30/2023,RSV,United States,1
12/30/2023,RSV,Nebraska,1
12/30/2023,RSV,Nevada,1.2
12/30/2023,RSV,New Hampshire,1.3
12/30/2023,RSV,New Jersey,0.7
12/30/2023,RSV,New Mexico,2.8
12/30/2023,RSV,New York,0.9
12/30/2023,RSV,North Carolina,1.3
12/30/2023,RSV,North Dakota,0.7
12/30/2023,RSV,Ohio,0.9
12/30/2023,RSV,Oklahoma,1.8
12/30/2023,RSV,Oregon,1.1
12/30/2023,RSV,Pennsylvania,1
12/30/2023,RSV,Rhode Island,0.9
12/30/2023,RSV,South Carolina,0.6
12/30/2023,RSV,Tennessee,0.9
12/30/2023,RSV,Texas,0.8
12/30/2023,RSV,Utah,1.5
12/30/2023,RSV,Vermont,1.9
12/30/2023,RSV,Virginia,0.7
12/30/2023,RSV,Washington,1.6
12/30/2023,RSV,West Virginia,3.1
12/30/2023,RSV,Wisconsin,1.5
12/30/2023,RSV,Wyoming,0.8
1/6/2024,COVID-19,Alabama,3.1
1/6/2024,COVID-19,Alaska,4.2
1/6/2024,COVID-19,Arizona,2.8
1/6/2024,COVID-19,Arkansas,2.8
1/6/2024,COVID-19,California,2.6
1/6/2024,COVID-19,Colorado,2.2
1/6/2024,COVID-19,Connecticut,4.6
1/6/2024,COVID-19,Delaware,4
1/6/2024,COVID-19,District of Columbia,2.8
1/6/2024,COVID-19,Florida,2.8
1/6/2024,COVID-19,Georgia,1.9
1/6/2024,COVID-19,Hawaii,2.7
1/6/2024,COVID-19,Idaho,3.3
1/6/2024,COVID-19,Illinois,3.7
1/6/2024,COVID-19,Indiana,3.5
1/6/2024,COVID-19,Iowa,4.4
1/6/2024,COVID-19,Kansas,2.8
1/6/2024,COVID-19,Kentucky,3.4
1/6/2024,COVID-19,Louisiana,2.9
1/6/2024,COVID-19,Maine,4
1/6/2024,COVID-19,Maryland,3.3
1/6/2024,COVID-19,Massachusetts,4.1
1/6/2024,COVID-19,Michigan,4
1/6/2024,COVID-19,Minnesota,3.5
1/6/2024,COVID-19,Mississippi,2.4
1/6/2024,COVID-19,Montana,3.1
1/6/2024,COVID-19,United States,3.1
1/6/2024,COVID-19,Nebraska,2.9
1/6/2024,COVID-19,Nevada,2.1
1/6/2024,COVID-19,New Hampshire,3.4
1/6/2024,COVID-19,New Jersey,3.7
1/6/2024,COVID-19,New Mexico,2.5
1/6/2024,COVID-19,New York,3.5
1/6/2024,COVID-19,North Carolina,3.5
1/6/2024,COVID-19,North Dakota,2.4
1/6/2024,COVID-19,Ohio,3.4
1/6/2024,COVID-19,Oklahoma,2.6
1/6/2024,COVID-19,Oregon,2.9
1/6/2024,COVID-19,Pennsylvania,3.3
1/6/2024,COVID-19,Rhode Island,3.6
1/6/2024,COVID-19,South Carolina,3.2
1/6/2024,COVID-19,Tennessee,2.8
1/6/2024,COVID-19,Texas,2.7
1/6/2024,COVID-19,Utah,3.1
1/6/2024,COVID-19,Vermont,4.1
1/6/2024,COVID-19,Virginia,4.2
1/6/2024,COVID-19,Washington,2.8
1/6/2024,COVID-19,West Virginia,4.7
1/6/2024,COVID-19,Wisconsin,3.6
1/6/2024,COVID-19,Wyoming,3.2
1/6/2024,Influenza,Alabama,7.2
1/6/2024,Influenza,Alaska,0.9
1/6/2024,Influenza,Arizona,4.8
1/6/2024,Influenza,Arkansas,4.8
1/6/2024,Influenza,California,2.9
1/6/2024,Influenza,Colorado,4.2
1/6/2024,Influenza,Connecticut,2.5
1/6/2024,Influenza,Delaware,4.1
1/6/2024,Influenza,District of Columbia,3.4
1/6/2024,Influenza,Florida,4.8
1/6/2024,Influenza,Georgia,4.7
1/6/2024,Influenza,Hawaii,4.2
1/6/2024,Influenza,Idaho,3.5
1/6/2024,Influenza,Illinois,3.5
1/6/2024,Influenza,Indiana,4.3
1/6/2024,Influenza,Iowa,3.1
1/6/2024,Influenza,Kansas,2.4
1/6/2024,Influenza,Kentucky,4.5
1/6/2024,Influenza,Louisiana,6.9
1/6/2024,Influenza,Maine,2.3
1/6/2024,Influenza,Maryland,3.8
1/6/2024,Influenza,Massachusetts,3.3
1/6/2024,Influenza,Michigan,2.5
1/6/2024,Influenza,Minnesota,3.2
1/6/2024,Influenza,Mississippi,6.8
1/6/2024,Influenza,Montana,8.2
1/6/2024,Influenza,United States,4.3
1/6/2024,Influenza,Nebraska,1.7
1/6/2024,Influenza,Nevada,3.5
1/6/2024,Influenza,New Hampshire,2.4
1/6/2024,Influenza,New Jersey,4.1
1/6/2024,Influenza,New Mexico,6.5
1/6/2024,Influenza,New York,3.2
1/6/2024,Influenza,North Carolina,8.8
1/6/2024,Influenza,North Dakota,3.2
1/6/2024,Influenza,Ohio,3
1/6/2024,Influenza,Oklahoma,2.5
1/6/2024,Influenza,Oregon,2
1/6/2024,Influenza,Pennsylvania,3.5
1/6/2024,Influenza,Rhode Island,2.9
1/6/2024,Influenza,South Carolina,6.8
1/6/2024,Influenza,Tennessee,6.6
1/6/2024,Influenza,Texas,5.5
1/6/2024,Influenza,Utah,6
1/6/2024,Influenza,Vermont,2.1
1/6/2024,Influenza,Virginia,4.7
1/6/2024,Influenza,Washington,2.5
1/6/2024,Influenza,West Virginia,3.8
1/6/2024,Influenza,Wisconsin,3.2
1/6/2024,Influenza,Wyoming,5.3
1/6/2024,RSV,Alabama,0.5
1/6/2024,RSV,Alaska,1.7
1/6/2024,RSV,Arizona,1
1/6/2024,RSV,Arkansas,1.5
1/6/2024,RSV,California,0.9
1/6/2024,RSV,Colorado,1.1
1/6/2024,RSV,Connecticut,0.6
1/6/2024,RSV,Delaware,0.9
1/6/2024,RSV,District of Columbia,0.6
1/6/2024,RSV,Florida,0.3
1/6/2024,RSV,Georgia,0.3
1/6/2024,RSV,Hawaii,0.6
1/6/2024,RSV,Idaho,1.4
1/6/2024,RSV,Illinois,1.3
1/6/2024,RSV,Indiana,1
1/6/2024,RSV,Iowa,1.8
1/6/2024,RSV,Kansas,1.4
1/6/2024,RSV,Kentucky,1.4
1/6/2024,RSV,Louisiana,0.4
1/6/2024,RSV,Maine,0.8
1/6/2024,RSV,Maryland,0.8
1/6/2024,RSV,Massachusetts,0.9
1/6/2024,RSV,Michigan,1.2
1/6/2024,RSV,Minnesota,1.6
1/6/2024,RSV,Mississippi,0.3
1/6/2024,RSV,Montana,0.8
1/6/2024,RSV,United States,0.9
1/6/2024,RSV,Nebraska,0.9
1/6/2024,RSV,Nevada,1
1/6/2024,RSV,New Hampshire,0.8
1/6/2024,RSV,New Jersey,0.5
1/6/2024,RSV,New Mexico,2.4
1/6/2024,RSV,New York,0.7
1/6/2024,RSV,North Carolina,1
1/6/2024,RSV,North Dakota,0.7
1/6/2024,RSV,Ohio,0.9
1/6/2024,RSV,Oklahoma,1.3
1/6/2024,RSV,Oregon,1.1
1/6/2024,RSV,Pennsylvania,0.9
1/6/2024,RSV,Rhode Island,0.8
1/6/2024,RSV,South Carolina,0.5
1/6/2024,RSV,Tennessee,0.8
1/6/2024,RSV,Texas,0.7
1/6/2024,RSV,Utah,1.7
1/6/2024,RSV,Vermont,2
1/6/2024,RSV,Virginia,0.6
1/6/2024,RSV,Washington,1.4
1/6/2024,RSV,West Virginia,3.3
1/6/2024,RSV,Wisconsin,1.4
1/6/2024,RSV,Wyoming,0.3
1/13/2024,COVID-19,Alabama,2.7
1/13/2024,COVID-19,Alaska,3.8
1/13/2024,COVID-19,Arizona,2.3
1/13/2024,COVID-19,Arkansas,2.3
1/13/2024,COVID-19,California,2.1
1/13/2024,COVID-19,Colorado,1.8
1/13/2024,COVID-19,Connecticut,3.6
1/13/2024,COVID-19,Delaware,3.5
1/13/2024,COVID-19,District of Columbia,2.8
1/13/2024,COVID-19,Florida,2.7
1/13/2024,COVID-19,Georgia,1.8
1/13/2024,COVID-19,Hawaii,2.6
1/13/2024,COVID-19,Idaho,2.5
1/13/2024,COVID-19,Illinois,3
1/13/2024,COVID-19,Indiana,2.5
1/13/2024,COVID-19,Iowa,3.3
1/13/2024,COVID-19,Kansas,2.3
1/13/2024,COVID-19,Kentucky,2.7
1/13/2024,COVID-19,Louisiana,2.8
1/13/2024,COVID-19,Maine,3.1
1/13/2024,COVID-19,Maryland,3
1/13/2024,COVID-19,Massachusetts,3.4
1/13/2024,COVID-19,Michigan,3.1
1/13/2024,COVID-19,Minnesota,3.2
1/13/2024,COVID-19,Mississippi,2.4
1/13/2024,COVID-19,Montana,2.3
1/13/2024,COVID-19,United States,2.6
1/13/2024,COVID-19,Nebraska,2.3
1/13/2024,COVID-19,Nevada,1.6
1/13/2024,COVID-19,New Hampshire,3.6
1/13/2024,COVID-19,New Jersey,3.2
1/13/2024,COVID-19,New Mexico,1.8
1/13/2024,COVID-19,New York,2.9
1/13/2024,COVID-19,North Carolina,3.2
1/13/2024,COVID-19,North Dakota,1.9
1/13/2024,COVID-19,Ohio,2.6
1/13/2024,COVID-19,Oklahoma,1.8
1/13/2024,COVID-19,Oregon,2.5
1/13/2024,COVID-19,Pennsylvania,2.6
1/13/2024,COVID-19,Rhode Island,3
1/13/2024,COVID-19,South Carolina,3
1/13/2024,COVID-19,Tennessee,2.2
1/13/2024,COVID-19,Texas,2.4
1/13/2024,COVID-19,Utah,2.5
1/13/2024,COVID-19,Vermont,2.9
1/13/2024,COVID-19,Virginia,3.3
1/13/2024,COVID-19,Washington,2.7
1/13/2024,COVID-19,West Virginia,3.4
1/13/2024,COVID-19,Wisconsin,3
1/13/2024,COVID-19,Wyoming,2.5
1/13/2024,Influenza,Alabama,5.5
1/13/2024,Influenza,Alaska,1.1
1/13/2024,Influenza,Arizona,3.7
1/13/2024,Influenza,Arkansas,5.1
1/13/2024,Influenza,California,2
1/13/2024,Influenza,Colorado,3.3
1/13/2024,Influenza,Connecticut,2.3
1/13/2024,Influenza,Delaware,3.4
1/13/2024,Influenza,District of Columbia,2.9
1/13/2024,Influenza,Florida,3.7
1/13/2024,Influenza,Georgia,3.9
1/13/2024,Influenza,Hawaii,2.6
1/13/2024,Influenza,Idaho,2.5
1/13/2024,Influenza,Illinois,2.8
1/13/2024,Influenza,Indiana,3.6
1/13/2024,Influenza,Iowa,3.4
1/13/2024,Influenza,Kansas,2.2
1/13/2024,Influenza,Kentucky,4.3
1/13/2024,Influenza,Louisiana,4.9
1/13/2024,Influenza,Maine,2.4
1/13/2024,Influenza,Maryland,3.1
1/13/2024,Influenza,Massachusetts,3
1/13/2024,Influenza,Michigan,2.3
1/13/2024,Influenza,Minnesota,3.4
1/13/2024,Influenza,Mississippi,5.4
1/13/2024,Influenza,Montana,7
1/13/2024,Influenza,United States,3.5
1/13/2024,Influenza,Nebraska,1.7
1/13/2024,Influenza,Nevada,3
1/13/2024,Influenza,New Hampshire,2.6
1/13/2024,Influenza,New Jersey,3.5
1/13/2024,Influenza,New Mexico,4.7
1/13/2024,Influenza,New York,2.8
1/13/2024,Influenza,North Carolina,6.1
1/13/2024,Influenza,North Dakota,2.7
1/13/2024,Influenza,Ohio,3.1
1/13/2024,Influenza,Oklahoma,3
1/13/2024,Influenza,Oregon,1.8
1/13/2024,Influenza,Pennsylvania,2.7
1/13/2024,Influenza,Rhode Island,2.7
1/13/2024,Influenza,South Carolina,4.5
1/13/2024,Influenza,Tennessee,5.8
1/13/2024,Influenza,Texas,4.5
1/13/2024,Influenza,Utah,4.5
1/13/2024,Influenza,Vermont,2.8
1/13/2024,Influenza,Virginia,3.8
1/13/2024,Influenza,Washington,1.9
1/13/2024,Influenza,West Virginia,4.2
1/13/2024,Influenza,Wisconsin,3.2
1/13/2024,Influenza,Wyoming,4.5
1/13/2024,RSV,Alabama,0.3
1/13/2024,RSV,Alaska,1.1
1/13/2024,RSV,Arizona,0.7
1/13/2024,RSV,Arkansas,0.9
1/13/2024,RSV,California,0.6
1/13/2024,RSV,Colorado,0.9
1/13/2024,RSV,Connecticut,0.3
1/13/2024,RSV,Delaware,0.4
1/13/2024,RSV,District of Columbia,0.5
1/13/2024,RSV,Florida,0.3
1/13/2024,RSV,Georgia,0.2
1/13/2024,RSV,Hawaii,0.5
1/13/2024,RSV,Idaho,0.9
1/13/2024,RSV,Illinois,0.9
1/13/2024,RSV,Indiana,0.7
1/13/2024,RSV,Iowa,2
1/13/2024,RSV,Kansas,1.1
1/13/2024,RSV,Kentucky,0.9
1/13/2024,RSV,Louisiana,0.2
1/13/2024,RSV,Maine,0.7
1/13/2024,RSV,Maryland,0.5
1/13/2024,RSV,Massachusetts,0.5
1/13/2024,RSV,Michigan,0.9
1/13/2024,RSV,Minnesota,1.4
1/13/2024,RSV,Mississippi,0.3
1/13/2024,RSV,Montana,0.7
1/13/2024,RSV,United States,0.6
1/13/2024,RSV,Nebraska,0.6
1/13/2024,RSV,Nevada,0.8
1/13/2024,RSV,New Hampshire,0.7
1/13/2024,RSV,New Jersey,0.3
1/13/2024,RSV,New Mexico,1.5
1/13/2024,RSV,New York,0.4
1/13/2024,RSV,North Carolina,0.7
1/13/2024,RSV,North Dakota,0.7
1/13/2024,RSV,Ohio,0.5
1/13/2024,RSV,Oklahoma,1.1
1/13/2024,RSV,Oregon,1
1/13/2024,RSV,Pennsylvania,0.6
1/13/2024,RSV,Rhode Island,0.4
1/13/2024,RSV,South Carolina,0.4
1/13/2024,RSV,Tennessee,0.5
1/13/2024,RSV,Texas,0.4
1/13/2024,RSV,Utah,1.3
1/13/2024,RSV,Vermont,1.7
1/13/2024,RSV,Virginia,0.3
1/13/2024,RSV,Washington,1
1/13/2024,RSV,West Virginia,1.8
1/13/2024,RSV,Wisconsin,1.3
1/13/2024,RSV,Wyoming,0.7
1/20/2024,COVID-19,Alabama,2.7
1/20/2024,COVID-19,Alaska,3.8
1/20/2024,COVID-19,Arizona,2.2
1/20/2024,COVID-19,Arkansas,2
1/20/2024,COVID-19,California,1.9
1/20/2024,COVID-19,Colorado,1.6
1/20/2024,COVID-19,Connecticut,2.9
1/20/2024,COVID-19,Delaware,2.6
1/20/2024,COVID-19,District of Columbia,2.6
1/20/2024,COVID-19,Florida,2.6
1/20/2024,COVID-19,Georgia,2
1/20/2024,COVID-19,Hawaii,2.4
1/20/2024,COVID-19,Idaho,1.9
1/20/2024,COVID-19,Illinois,2.3
1/20/2024,COVID-19,Indiana,2
1/20/2024,COVID-19,Iowa,2.2
1/20/2024,COVID-19,Kansas,1.9
1/20/2024,COVID-19,Kentucky,2.3
1/20/2024,COVID-19,Louisiana,2.8
1/20/2024,COVID-19,Maine,2.3
1/20/2024,COVID-19,Maryland,2.5
1/20/2024,COVID-19,Massachusetts,2.9
1/20/2024,COVID-19,Michigan,2.3
1/20/2024,COVID-19,Minnesota,2.6
1/20/2024,COVID-19,Mississippi,2.4
1/20/2024,COVID-19,Montana,1.8
1/20/2024,COVID-19,United States,2.3
1/20/2024,COVID-19,Nebraska,1.7
1/20/2024,COVID-19,Nevada,1.4
1/20/2024,COVID-19,New Hampshire,2.2
1/20/2024,COVID-19,New Jersey,2.8
1/20/2024,COVID-19,New Mexico,1.7
1/20/2024,COVID-19,New York,2.3
1/20/2024,COVID-19,North Carolina,2.9
1/20/2024,COVID-19,North Dakota,1.8
1/20/2024,COVID-19,Ohio,2
1/20/2024,COVID-19,Oklahoma,1.9
1/20/2024,COVID-19,Oregon,1.9
1/20/2024,COVID-19,Pennsylvania,2.1
1/20/2024,COVID-19,Rhode Island,2.5
1/20/2024,COVID-19,South Carolina,2.8
1/20/2024,COVID-19,Tennessee,2
1/20/2024,COVID-19,Texas,2.4
1/20/2024,COVID-19,Utah,1.9
1/20/2024,COVID-19,Vermont,2.5
1/20/2024,COVID-19,Virginia,2.6
1/20/2024,COVID-19,Washington,2.3
1/20/2024,COVID-19,West Virginia,2.7
1/20/2024,COVID-19,Wisconsin,2.1
1/20/2024,COVID-19,Wyoming,2.1
1/20/2024,Influenza,Alabama,5.1
1/20/2024,Influenza,Alaska,1.5
1/20/2024,Influenza,Arizona,3.5
1/20/2024,Influenza,Arkansas,6.3
1/20/2024,Influenza,California,2
1/20/2024,Influenza,Colorado,3.1
1/20/2024,Influenza,Connecticut,2.1
1/20/2024,Influenza,Delaware,3
1/20/2024,Influenza,District of Columbia,2.4
1/20/2024,Influenza,Florida,3.4
1/20/2024,Influenza,Georgia,3.6
1/20/2024,Influenza,Hawaii,2.7
1/20/2024,Influenza,Idaho,2.2
1/20/2024,Influenza,Illinois,2.5
1/20/2024,Influenza,Indiana,3.9
1/20/2024,Influenza,Iowa,2.9
1/20/2024,Influenza,Kansas,2
1/20/2024,Influenza,Kentucky,4.9
1/20/2024,Influenza,Louisiana,3.9
1/20/2024,Influenza,Maine,2.4
1/20/2024,Influenza,Maryland,2.7
1/20/2024,Influenza,Massachusetts,2.4
1/20/2024,Influenza,Michigan,2.2
1/20/2024,Influenza,Minnesota,3.5
1/20/2024,Influenza,Mississippi,4.7
1/20/2024,Influenza,Montana,5.1
1/20/2024,Influenza,United States,3.3
1/20/2024,Influenza,Nebraska,1.4
1/20/2024,Influenza,Nevada,2.4
1/20/2024,Influenza,New Hampshire,2.4
1/20/2024,Influenza,New Jersey,3
1/20/2024,Influenza,New Mexico,4.3
1/20/2024,Influenza,New York,2.6
1/20/2024,Influenza,North Carolina,4.8
1/20/2024,Influenza,North Dakota,3
1/20/2024,Influenza,Ohio,3.4
1/20/2024,Influenza,Oklahoma,4.1
1/20/2024,Influenza,Oregon,1.4
1/20/2024,Influenza,Pennsylvania,2.5
1/20/2024,Influenza,Rhode Island,2.4
1/20/2024,Influenza,South Carolina,3.8
1/20/2024,Influenza,Tennessee,5.1
1/20/2024,Influenza,Texas,5.2
1/20/2024,Influenza,Utah,3.8
1/20/2024,Influenza,Vermont,2.4
1/20/2024,Influenza,Virginia,3.2
1/20/2024,Influenza,Washington,1.8
1/20/2024,Influenza,West Virginia,4.6
1/20/2024,Influenza,Wisconsin,2.5
1/20/2024,Influenza,Wyoming,4.5
1/20/2024,RSV,Alabama,0.3
1/20/2024,RSV,Alaska,1
1/20/2024,RSV,Arizona,0.7
1/20/2024,RSV,Arkansas,0.8
1/20/2024,RSV,California,0.5
1/20/2024,RSV,Colorado,0.7
1/20/2024,RSV,Connecticut,0.2
1/20/2024,RSV,Delaware,0.5
1/20/2024,RSV,District of Columbia,0.2
1/20/2024,RSV,Florida,0.2
1/20/2024,RSV,Georgia,0.1
1/20/2024,RSV,Hawaii,0.3
1/20/2024,RSV,Idaho,1
1/20/2024,RSV,Illinois,0.7
1/20/2024,RSV,Indiana,0.5
1/20/2024,RSV,Iowa,1.4
1/20/2024,RSV,Kansas,0.7
1/20/2024,RSV,Kentucky,0.7
1/20/2024,RSV,Louisiana,0.2
1/20/2024,RSV,Maine,0.5
1/20/2024,RSV,Maryland,0.3
1/20/2024,RSV,Massachusetts,0.4
1/20/2024,RSV,Michigan,0.6
1/20/2024,RSV,Minnesota,1.5
1/20/2024,RSV,Mississippi,0.2
1/20/2024,RSV,Montana,0.7
1/20/2024,RSV,United States,0.5
1/20/2024,RSV,Nebraska,0.5
1/20/2024,RSV,Nevada,0.6
1/20/2024,RSV,New Hampshire,0.5
1/20/2024,RSV,New Jersey,0.3
1/20/2024,RSV,New Mexico,1.3
1/20/2024,RSV,New York,0.4
1/20/2024,RSV,North Carolina,0.5
1/20/2024,RSV,North Dakota,0.9
1/20/2024,RSV,Ohio,0.5
1/20/2024,RSV,Oklahoma,0.7
1/20/2024,RSV,Oregon,0.6
1/20/2024,RSV,Pennsylvania,0.5
1/20/2024,RSV,Rhode Island,0.2
1/20/2024,RSV,South Carolina,0.3
1/20/2024,RSV,Tennessee,0.5
1/20/2024,RSV,Texas,0.3
1/20/2024,RSV,Utah,1.3
1/20/2024,RSV,Vermont,1.2
1/20/2024,RSV,Virginia,0.3
1/20/2024,RSV,Washington,0.7
1/20/2024,RSV,West Virginia,1.6
1/20/2024,RSV,Wisconsin,1
1/20/2024,RSV,Wyoming,0.8
1/27/2024,COVID-19,Alabama,2.7
1/27/2024,COVID-19,Alaska,4
1/27/2024,COVID-19,Arizona,2
1/27/2024,COVID-19,Arkansas,1.8
1/27/2024,COVID-19,California,1.6
1/27/2024,COVID-19,Colorado,1.3
1/27/2024,COVID-19,Connecticut,2.6
1/27/2024,COVID-19,Delaware,2
1/27/2024,COVID-19,District of Columbia,1.9
1/27/2024,COVID-19,Florida,2.6
1/27/2024,COVID-19,Georgia,2.1
1/27/2024,COVID-19,Hawaii,2.6
1/27/2024,COVID-19,Idaho,1.5
1/27/2024,COVID-19,Illinois,1.8
1/27/2024,COVID-19,Indiana,1.5
1/27/2024,COVID-19,Iowa,1.7
1/27/2024,COVID-19,Kansas,1.5
1/27/2024,COVID-19,Kentucky,2
1/27/2024,COVID-19,Louisiana,2.6
1/27/2024,COVID-19,Maine,2.1
1/27/2024,COVID-19,Maryland,1.9
1/27/2024,COVID-19,Massachusetts,2.4
1/27/2024,COVID-19,Michigan,1.9
1/27/2024,COVID-19,Minnesota,2.2
1/27/2024,COVID-19,Mississippi,2.4
1/27/2024,COVID-19,Montana,1.5
1/27/2024,COVID-19,United States,2.1
1/27/2024,COVID-19,Nebraska,1.2
1/27/2024,COVID-19,Nevada,1.2
1/27/2024,COVID-19,New Hampshire,1.9
1/27/2024,COVID-19,New Jersey,2.2
1/27/2024,COVID-19,New Mexico,1.9
1/27/2024,COVID-19,New York,1.9
1/27/2024,COVID-19,North Carolina,3.1
1/27/2024,COVID-19,North Dakota,1.4
1/27/2024,COVID-19,Ohio,1.7
1/27/2024,COVID-19,Oklahoma,1.7
1/27/2024,COVID-19,Oregon,1.6
1/27/2024,COVID-19,Pennsylvania,1.8
1/27/2024,COVID-19,Rhode Island,2.2
1/27/2024,COVID-19,South Carolina,3.1
1/27/2024,COVID-19,Tennessee,1.5
1/27/2024,COVID-19,Texas,2.7
1/27/2024,COVID-19,Utah,1.7
1/27/2024,COVID-19,Vermont,2.1
1/27/2024,COVID-19,Virginia,2.4
1/27/2024,COVID-19,Washington,2.5
1/27/2024,COVID-19,West Virginia,1.8
1/27/2024,COVID-19,Wisconsin,2.1
1/27/2024,COVID-19,Wyoming,1.7
1/27/2024,Influenza,Alabama,4.1
1/27/2024,Influenza,Alaska,2
1/27/2024,Influenza,Arizona,3.2
1/27/2024,Influenza,Arkansas,6.9
1/27/2024,Influenza,California,1.6
1/27/2024,Influenza,Colorado,3
1/27/2024,Influenza,Connecticut,2.3
1/27/2024,Influenza,Delaware,2.6
1/27/2024,Influenza,District of Columbia,1.6
1/27/2024,Influenza,Florida,3.3
1/27/2024,Influenza,Georgia,3.7
1/27/2024,Influenza,Hawaii,1.9
1/27/2024,Influenza,Idaho,2
1/27/2024,Influenza,Illinois,2.4
1/27/2024,Influenza,Indiana,4.4
1/27/2024,Influenza,Iowa,3.2
1/27/2024,Influenza,Kansas,2.4
1/27/2024,Influenza,Kentucky,4.8
1/27/2024,Influenza,Louisiana,3.4
1/27/2024,Influenza,Maine,2.3
1/27/2024,Influenza,Maryland,2.2
1/27/2024,Influenza,Massachusetts,2.7
1/27/2024,Influenza,Michigan,2.6
1/27/2024,Influenza,Minnesota,3.7
1/27/2024,Influenza,Mississippi,3.4
1/27/2024,Influenza,Montana,4.8
1/27/2024,Influenza,United States,3.3
1/27/2024,Influenza,Nebraska,1.7
1/27/2024,Influenza,Nevada,2.2
1/27/2024,Influenza,New Hampshire,2.4
1/27/2024,Influenza,New Jersey,2.8
1/27/2024,Influenza,New Mexico,4.5
1/27/2024,Influenza,New York,2.6
1/27/2024,Influenza,North Carolina,4.8
1/27/2024,Influenza,North Dakota,2.7
1/27/2024,Influenza,Ohio,3.9
1/27/2024,Influenza,Oklahoma,4.7
1/27/2024,Influenza,Oregon,1.3
1/27/2024,Influenza,Pennsylvania,2.4
1/27/2024,Influenza,Rhode Island,2.4
1/27/2024,Influenza,South Carolina,3.9
1/27/2024,Influenza,Tennessee,3.2
1/27/2024,Influenza,Texas,6.6
1/27/2024,Influenza,Utah,3.2
1/27/2024,Influenza,Vermont,2.2
1/27/2024,Influenza,Virginia,3.2
1/27/2024,Influenza,Washington,1.9
1/27/2024,Influenza,West Virginia,4.1
1/27/2024,Influenza,Wisconsin,2.8
1/27/2024,Influenza,Wyoming,4.5
1/27/2024,RSV,Alabama,0.3
1/27/2024,RSV,Alaska,0.7
1/27/2024,RSV,Arizona,0.7
1/27/2024,RSV,Arkansas,0.5
1/27/2024,RSV,California,0.5
1/27/2024,RSV,Colorado,0.6
1/27/2024,RSV,Connecticut,0.1
1/27/2024,RSV,Delaware,0.3
1/27/2024,RSV,District of Columbia,0.2
