State/Territory,Week_Ending_Date,Data_Collection_Period,State/Territory_WVAL,National_WVAL,Regional_WVAL,WVAL_Category,Coverage
Idaho,10/19/2024,1 Year,1.489087294,1.254449455,1.244443683,Minimal,
Idaho,1/13/2024,All Results,17.17056203,11.50486882,13.2329155,High,
Idaho,12/28/2024,1 Year,5.594046796,6.40425026,6.141855395,Low,
Idaho,10/7/2023,All Results,2.702701255,1.80711458,1.672754896,Minimal,
Idaho,8/31/2024,1 Year,1.188683666,1.23632566,1.132765102,Minimal,
Idaho,12/21/2024,All Results,4.520263202,6.597140991,6.181956711,Low,
Idaho,3/2/2024,1 Year,13.40339023,4.18098609,4.179255831,High,
Idaho,5/20/2023,All Results,1.135047003,1.457232859,1.461145112,Minimal,
Idaho,4/22/2023,All Results,1.042750198,1.500029705,1.614536714,Minimal,
Idaho,11/30/2024,All Results,2.909365909,2.465017247,3.198615099,Minimal,
Idaho,10/26/2024,6 Months,1.405884812,1.157666147,1.217807686,Minimal,
Idaho,7/20/2024,1 Year,1.23509838,1.254157163,1.116420062,Minimal,
Idaho,11/4/2023,All Results,1.476582016,3.587764254,2.851133225,Minimal,
Idaho,2/3/2024,1 Year,12.08078687,6.868404881,7.766630688,High,
Idaho,11/23/2024,6 Months,3.464030983,2.321732905,2.872810074,Minimal,
Idaho,6/1/2024,1 Year,1.668655893,1.301903931,1.199870355,Minimal,
Idaho,6/18/2022,All Results,1.977905056,1.214915463,1.200525318,Minimal,Limited Coverage
Idaho,6/24/2023,All Results,1.535220901,1.349720852,1.387871551,Minimal,
Idaho,10/15/2022,All Results,1.294048528,6.332203993,6.097735736,Minimal,Limited Coverage
Idaho,2/25/2023,All Results,5.880818715,3.661807408,4.718758206,Low,
Idaho,10/5/2024,1 Year,1.284950051,1.263411201,1.054745161,Minimal,
Idaho,9/30/2023,All Results,2.763739722,2.018461383,2.00845968,Minimal,
Idaho,12/14/2024,All Results,5.175834742,5.472206273,4.120433084,Low,
Idaho,11/9/2024,6 Months,1.462318516,1.505537457,1.461468232,Minimal,
Idaho,8/17/2024,All Results,1.487072145,1.215384356,1.084457266,Minimal,
Idaho,4/23/2022,All Results,0.977401111,1.348350933,1.397630214,Minimal,Limited Coverage
Idaho,9/7/2024,All Results,1.563881456,1.203404589,1.124404291,Minimal,
Idaho,6/1/2024,All Results,1.668655893,1.301903931,1.199870355,Minimal,
Idaho,6/8/2024,1 Year,1.874071623,1.35325598,1.333959582,Minimal,
Idaho,1/20/2024,All Results,15.86106511,8.555605875,10.24259176,High,
Idaho,11/16/2024,All Results,1.234032134,1.91663426,2.221407482,Minimal,
Idaho,1/18/2025,All Results,11.44928507,8.870003394,8.776131689,Moderate,
Idaho,9/7/2024,6 Months,1.563881456,1.203404589,1.124404291,Minimal,
Idaho,6/17/2023,All Results,1.356074625,1.343360995,1.400251943,Minimal,
Idaho,6/22/2024,1 Year,1.112538164,1.226811809,1.195006828,Minimal,
Idaho,10/19/2024,6 Months,1.489087294,1.254449455,1.244443683,Minimal,
Idaho,8/10/2024,1 Year,1.370281244,1.269186096,1.141045018,Minimal,
Idaho,8/20/2022,All Results,1.655246289,1.91357854,1.580771924,Minimal,Limited Coverage
Idaho,4/30/2022,All Results,1.620366126,1.337950161,1.313371911,Minimal,Limited Coverage
Idaho,7/30/2022,All Results,1.042571284,1.689610405,1.689610405,Minimal,Limited Coverage
Idaho,4/15/2023,All Results,2.201588863,1.776348266,2.198077567,Minimal,
Idaho,12/2/2023,All Results,9.021376038,11.02997146,8.655377714,Moderate,
Idaho,4/29/2023,All Results,1.045472527,1.347887368,1.346088742,Minimal,
Idaho,1/4/2025,All Results,7.492236846,10.03425259,8.527682142,Low,
Idaho,8/17/2024,6 Months,1.487072145,1.215384356,1.084457266,Minimal,
Idaho,7/13/2024,1 Year,0.995547713,1.2601647,1.123386949,Minimal,
Idaho,10/1/2022,All Results,2.521868145,3.06491869,1.606101836,Minimal,Limited Coverage
Idaho,6/4/2022,All Results,1.233144237,1.408348613,1.304159765,Minimal,Limited Coverage
Idaho,8/24/2024,6 Months,1.672386477,1.269539894,1.094838733,Minimal,
Idaho,11/26/2022,All Results,17.02894966,11.57252357,11.33616868,High,Limited Coverage
Idaho,8/10/2024,6 Months,1.370281244,1.269186096,1.141045018,Minimal,
Idaho,8/31/2024,6 Months,1.188683666,1.23632566,1.132765102,Minimal,
Idaho,9/24/2022,All Results,1.395982284,3.537481678,1.55105737,Minimal,Limited Coverage
Idaho,12/10/2022,All Results,26.73823256,11.83463095,13.18350735,Very High,Limited Coverage
Idaho,3/11/2023,All Results,4.356834825,3.034928148,3.710285748,Low,
Idaho,8/5/2023,All Results,1.497148232,1.35356087,1.494409268,Minimal,
Idaho,1/18/2025,45 Days,11.44928507,8.870003394,8.776131689,Moderate,
Idaho,1/25/2025,1 Year,11.99281012,8.410056222,8.86345711,Moderate,
Idaho,3/4/2023,All Results,6.742211025,3.218515966,4.612849084,Low,
Idaho,4/8/2023,All Results,2.873102748,2.033186444,2.487527921,Minimal,
Idaho,2/10/2024,1 Year,11.34749178,6.307025296,7.892608668,Moderate,
Idaho,11/16/2024,1 Year,1.234032134,1.91663426,2.221407482,Minimal,
Idaho,5/18/2024,1 Year,1.334682414,1.404929217,1.348019273,Minimal,
Idaho,10/26/2024,All Results,1.405884812,1.157666147,1.217807686,Minimal,
Idaho,3/18/2023,All Results,2.468772774,2.570391042,4.119797345,Minimal,
Idaho,1/18/2025,1 Year,11.44928507,8.870003394,8.776131689,Moderate,
Idaho,1/4/2025,45 Days,7.492236846,10.03425259,8.527682142,Low,
Idaho,5/27/2023,All Results,1.210156106,1.379052949,1.405761009,Minimal,
Idaho,12/17/2022,All Results,28.22055473,11.63728519,12.70154472,Very High,Limited Coverage
Idaho,5/11/2024,All Results,1.474957364,1.46649405,1.417906035,Minimal,
Idaho,7/6/2024,All Results,1.449377456,1.221474285,1.110635382,Minimal,
Idaho,8/10/2024,All Results,1.370281244,1.269186096,1.141045018,Minimal,
Idaho,2/18/2023,All Results,8.019300991,4.567111247,5.252678263,Moderate,
Idaho,3/19/2022,All Results,3.238308922,1.547488592,1.675283759,Minimal,Limited Coverage
Idaho,1/25/2025,All Results,11.99281012,8.410056222,8.86345711,Moderate,
Idaho,9/16/2023,All Results,1.696478378,1.539365445,1.914074497,Minimal,
Idaho,4/27/2024,1 Year,3.969600238,1.455112007,1.381142707,Minimal,
Idaho,11/9/2024,1 Year,1.462318516,1.505537457,1.461468232,Minimal,
Idaho,5/25/2024,1 Year,1.175135825,1.359411049,1.281521452,Minimal,
Idaho,9/14/2024,All Results,1.678851256,1.184422229,1.151334179,Minimal,
Idaho,9/7/2024,1 Year,1.563881456,1.203404589,1.124404291,Minimal,
Idaho,3/9/2024,All Results,10.14792174,3.747594887,4.369956409,Moderate,
Idaho,11/30/2024,1 Year,2.909365909,2.465017247,3.198615099,Minimal,
Idaho,9/14/2024,6 Months,1.678851256,1.184422229,1.151334179,Minimal,
Idaho,6/3/2023,All Results,1.158476552,1.286926427,1.340691294,Minimal,
Idaho,7/16/2022,All Results,1.116222305,2.6208096,1.31782488,Minimal,Limited Coverage
Idaho,1/11/2025,45 Days,6.523548367,10.08301231,8.56925418,Low,
Idaho,8/31/2024,All Results,1.188683666,1.23632566,1.132765102,Minimal,
Idaho,1/4/2025,1 Year,7.492236846,10.03425259,8.527682142,Low,
Idaho,8/3/2024,6 Months,1.417972972,1.218954668,1.117519631,Minimal,
Idaho,3/26/2022,All Results,1.420103955,2.05572007,1.934608264,Minimal,Limited Coverage
Idaho,12/23/2023,All Results,10.1076233,11.1731723,11.19554888,Moderate,
Idaho,12/28/2024,6 Months,5.594046796,6.40425026,6.141855395,Low,
Idaho,12/28/2024,45 Days,5.594046796,6.40425026,6.141855395,Low,
Idaho,8/26/2023,All Results,2.569102281,1.65981482,2.154549741,Minimal,
Idaho,3/12/2022,All Results,1.503613926,2.675693408,2.913195832,Minimal,Limited Coverage
Idaho,12/31/2022,All Results,27.73349575,9.64861324,11.6845497,Very High,Limited Coverage
Idaho,1/11/2025,6 Months,6.523548367,10.08301231,8.56925418,Low,
Idaho,7/29/2023,All Results,1.410377272,1.384895253,1.466030397,Minimal,
Idaho,9/14/2024,1 Year,1.678851256,1.184422229,1.151334179,Minimal,
Idaho,12/14/2024,45 Days,5.175834742,5.472206273,4.120433084,Low,
Idaho,6/11/2022,All Results,1.992280812,1.543439419,1.314874032,Minimal,Limited Coverage
Idaho,11/11/2023,All Results,3.051513104,5.228844852,5.070965993,Minimal,
Idaho,9/28/2024,6 Months,1.407933534,1.215121123,1.116395056,Minimal,
Idaho,10/12/2024,1 Year,1.296951125,1.1482105,1.07724622,Minimal,
Idaho,3/16/2024,All Results,7.114163245,3.212429211,3.455039418,Low,
Idaho,10/12/2024,6 Months,1.296951125,1.1482105,1.07724622,Minimal,
Idaho,8/3/2024,All Results,1.417972972,1.218954668,1.117519631,Minimal,
Idaho,4/27/2024,All Results,3.969600238,1.455112007,1.381142707,Minimal,
Idaho,9/17/2022,All Results,1.19173309,2.778847692,1.504552235,Minimal,Limited Coverage
Idaho,3/25/2023,All Results,6.232550044,2.163052158,2.897597301,Low,
Idaho,5/28/2022,All Results,1.562287612,1.63384129,1.598064451,Minimal,Limited Coverage
Idaho,2/3/2024,All Results,12.08078687,6.868404881,7.766630688,High,
Idaho,12/14/2024,1 Year,5.175834742,5.472206273,4.120433084,Low,
Idaho,1/18/2025,6 Months,11.44928507,8.870003394,8.776131689,Moderate,
Idaho,5/14/2022,All Results,1.008620453,1.603770825,1.404052498,Minimal,Limited Coverage
Idaho,6/15/2024,1 Year,1.287687051,1.259788613,1.176111432,Minimal,
Idaho,6/29/2024,1 Year,1.41656745,1.283688257,1.212332545,Minimal,
Idaho,1/28/2023,All Results,10.40085744,5.388541997,6.805711309,Moderate,
Idaho,8/27/2022,All Results,1.050524689,2.666307019,2.108492076,Minimal,Limited Coverage
Idaho,10/5/2024,All Results,1.284950051,1.263411201,1.054745161,Minimal,
Idaho,8/6/2022,All Results,1.17018358,1.405401868,1.125442207,Minimal,Limited Coverage
Idaho,7/13/2024,All Results,0.995547713,1.2601647,1.123386949,Minimal,
Idaho,8/19/2023,All Results,1.92706085,1.486995519,1.482198674,Minimal,
Idaho,4/16/2022,All Results,0.88349473,1.841328648,2.201736571,Minimal,Limited Coverage
Idaho,3/23/2024,All Results,4.880532541,2.513087656,2.235981723,Low,
Idaho,4/13/2024,All Results,2.977859229,1.913184421,1.598768811,Minimal,
Idaho,5/18/2024,All Results,1.334682414,1.404929217,1.348019273,Minimal,
Idaho,12/7/2024,All Results,4.130420017,4.07726314,5.233286223,Low,
Idaho,3/2/2024,All Results,13.40339023,4.18098609,4.179255831,High,
Idaho,7/9/2022,All Results,1.003727078,1.618154776,1.490428004,Minimal,Limited Coverage
Idaho,3/9/2024,1 Year,10.14792174,3.747594887,4.369956409,Moderate,
Idaho,12/9/2023,All Results,7.659944462,11.11331973,9.753342877,Low,
Idaho,3/5/2022,All Results,1.392977067,1.747510338,2.590862652,Minimal,Limited Coverage
Idaho,3/23/2024,1 Year,4.880532541,2.513087656,2.235981723,Low,
Idaho,12/28/2024,All Results,5.594046796,6.40425026,6.141855395,Low,
Idaho,1/21/2023,All Results,13.81680929,6.321951214,9.112442164,High,
Idaho,10/21/2023,All Results,1.505806244,1.960861607,1.766028565,Minimal,
Idaho,10/8/2022,All Results,1.443878127,3.754217665,2.239005202,Minimal,Limited Coverage
Idaho,8/24/2024,1 Year,1.672386477,1.269539894,1.094838733,Minimal,
Idaho,4/2/2022,All Results,1.287991544,1.688538011,1.735607697,Minimal,Limited Coverage
Idaho,5/4/2024,All Results,1.5304672,1.46921103,1.430804025,Minimal,
Idaho,2/11/2023,All Results,7.892528704,4.465009064,5.852371368,Low,
Idaho,1/11/2025,All Results,6.523548367,10.08301231,8.56925418,Low,
Idaho,11/16/2024,6 Months,1.234032134,1.91663426,2.221407482,Minimal,
Illinois,5/6/2023,All Results,1.456060325,1.34546366,1.396787161,Minimal,
Illinois,1/14/2023,All Results,9.874799076,7.826710774,7.050007413,Moderate,Limited Coverage
Illinois,11/2/2024,1 Year,1.015641462,1.260595524,1.13031405,Minimal,
Illinois,11/19/2022,All Results,14.81467854,12.27824303,9.078836861,High,Limited Coverage
Illinois,6/29/2024,All Results,1.515837264,1.283688257,1.617632088,Minimal,
Illinois,12/16/2023,All Results,10.92549179,11.75329853,10.77107413,Moderate,
Illinois,5/4/2024,1 Year,2.306548065,1.46921103,2.300957283,Minimal,
Illinois,8/12/2023,All Results,1.377313272,1.453764064,1.399326166,Minimal,
Illinois,12/24/2022,All Results,8.419076445,10.31183541,9.116557459,Moderate,Limited Coverage
Illinois,5/13/2023,All Results,1.620743544,1.476047381,1.48486229,Minimal,
Illinois,9/21/2024,1 Year,1.010003828,1.136892106,1.107356218,Minimal,
Illinois,1/25/2025,45 Days,10.52419597,8.410056222,7.135280785,Moderate,
Illinois,8/13/2022,All Results,2.17291897,1.474208609,2.227721559,Minimal,Limited Coverage
Illinois,6/22/2024,All Results,1.155920312,1.226811809,1.379333792,Minimal,
Illinois,11/9/2024,All Results,1.563952439,1.505537457,1.347979909,Minimal,
Illinois,1/27/2024,All Results,7.092361058,7.415900794,8.167907131,Low,
Illinois,12/7/2024,6 Months,2.32514852,4.07726314,2.32514852,Minimal,
Illinois,11/12/2022,All Results,12.25405076,10.83082248,11.6078543,High,Limited Coverage
Illinois,12/3/2022,All Results,10.07250022,13.38809294,14.55443671,Moderate,Limited Coverage
Illinois,9/2/2023,All Results,1.222329039,1.401020208,1.265276533,Minimal,
Illinois,11/30/2024,6 Months,1.295231106,2.465017247,1.62554694,Minimal,
Illinois,7/22/2023,All Results,1.185653332,1.471332152,1.33961684,Minimal,
Illinois,11/2/2024,All Results,1.015641462,1.260595524,1.13031405,Minimal,
Illinois,4/6/2024,All Results,2.966131904,2.199135747,4.013595741,Minimal,
Illinois,1/27/2024,1 Year,7.092361058,7.415900794,8.167907131,Low,
Illinois,9/10/2022,All Results,4.175582519,1.764363938,3.944558319,Low,Limited Coverage
Illinois,2/10/2024,All Results,6.223489732,6.307025296,6.898218333,Low,
Illinois,6/8/2024,All Results,1.564837025,1.35325598,1.58458108,Minimal,
Illinois,1/11/2025,1 Year,5.041824123,10.08301231,7.942652317,Low,
Illinois,11/18/2023,All Results,7.791547629,7.607362278,4.832341925,Low,
Illinois,10/28/2023,All Results,2.089375741,2.498974326,1.911569817,Minimal,
Illinois,7/8/2023,All Results,1.333697342,1.339868249,1.324368667,Minimal,
Illinois,8/3/2024,1 Year,1.511130692,1.218954668,1.585982419,Minimal,
Illinois,8/24/2024,All Results,1.202387256,1.269539894,1.468952279,Minimal,
Illinois,10/22/2022,All Results,13.35380569,6.614310016,4.162465177,High,Limited Coverage
Illinois,1/4/2025,6 Months,2.994334607,10.03425259,9.220387646,Minimal,
Illinois,9/28/2024,All Results,1.146132627,1.215121123,1.196646908,Minimal,
Illinois,9/21/2024,6 Months,1.010003828,1.136892106,1.107356218,Minimal,
Illinois,12/7/2024,1 Year,2.32514852,4.07726314,2.32514852,Minimal,
Illinois,7/6/2024,1 Year,1.221839112,1.221474285,1.422433705,Minimal,
Illinois,10/26/2024,1 Year,0.982858524,1.157666147,1.062254333,Minimal,
Illinois,7/1/2023,All Results,1.213875993,1.34841252,1.249991584,Minimal,
Illinois,8/17/2024,1 Year,1.158093036,1.215384356,1.368658013,Minimal,
Illinois,4/20/2024,All Results,1.763206553,1.574160592,2.373991878,Minimal,
Illinois,9/9/2023,All Results,1.172797087,1.532486284,1.178523264,Minimal,
Illinois,9/28/2024,1 Year,1.146132627,1.215121123,1.196646908,Minimal,
Illinois,4/13/2024,1 Year,2.843548556,1.913184421,3.417997671,Minimal,
Illinois,9/21/2024,All Results,1.010003828,1.136892106,1.107356218,Minimal,
Illinois,4/20/2024,1 Year,1.763206553,1.574160592,2.373991878,Minimal,
Illinois,12/14/2024,6 Months,2.289322753,5.472206273,3.290235204,Minimal,
Illinois,12/21/2024,6 Months,4.430804386,6.597140991,5.121986494,Low,
Illinois,11/25/2023,All Results,10.23498236,8.356403298,5.755063757,Moderate,
Illinois,11/23/2024,All Results,1.611229884,2.321732905,1.674979908,Minimal,
Illinois,12/30/2023,All Results,10.44319965,13.18569684,11.57801028,Moderate,
Illinois,12/21/2024,1 Year,4.430804386,6.597140991,5.121986494,Low,
Illinois,5/11/2024,1 Year,2.015116244,1.46649405,2.120049921,Minimal,
Illinois,1/25/2025,6 Months,10.52419597,8.410056222,7.135280785,Moderate,
Illinois,10/29/2022,All Results,13.34404616,8.168657257,6.937855604,High,Limited Coverage
Illinois,9/3/2022,All Results,1.395875109,1.972766043,2.009868227,Minimal,Limited Coverage
Illinois,2/17/2024,1 Year,5.138345536,5.556611227,6.370332237,Low,
Illinois,6/10/2023,All Results,1.863487203,1.459469894,1.718219269,Minimal,
Illinois,11/2/2024,6 Months,1.015641462,1.260595524,1.13031405,Minimal,
Illinois,7/15/2023,All Results,1.407559452,1.458776375,1.417365978,Minimal,
Illinois,4/6/2024,1 Year,2.966131904,2.199135747,4.013595741,Minimal,
Illinois,6/15/2024,All Results,1.322451528,1.259788613,1.48994094,Minimal,
Illinois,10/19/2024,All Results,1.003306747,1.254449455,1.187282321,Minimal,
Illinois,2/24/2024,1 Year,5.027364982,4.796281787,6.311302731,Low,
Illinois,10/14/2023,All Results,1.394922534,1.692075458,1.278042156,Minimal,
Illinois,10/12/2024,All Results,0.990810702,1.1482105,1.099692741,Minimal,
Illinois,7/20/2024,All Results,2.436541058,1.254157163,2.207633937,Minimal,
Illinois,3/30/2024,1 Year,3.311971201,2.337129667,4.085819658,Minimal,
Illinois,3/30/2024,All Results,3.311971201,2.337129667,4.085819658,Minimal,
Illinois,2/17/2024,All Results,5.138345536,5.556611227,6.370332237,Low,
Illinois,7/27/2024,All Results,1.487154175,1.245212192,1.572929914,Minimal,
Illinois,11/5/2022,All Results,15.28189598,9.007387778,8.643754406,High,Limited Coverage
Illinois,3/16/2024,1 Year,3.762970766,3.212429211,4.705574304,Minimal,
Illinois,12/21/2024,45 Days,4.430804386,6.597140991,5.121986494,Low,
Illinois,4/1/2023,All Results,2.279889088,2.185112722,2.259105218,Minimal,
Illinois,1/7/2023,All Results,6.395882063,8.485501828,7.230321635,Low,Limited Coverage
Illinois,7/27/2024,1 Year,1.487154175,1.245212192,1.572929914,Minimal,
Illinois,2/24/2024,All Results,5.027364982,4.796281787,6.311302731,Low,
Illinois,11/23/2024,1 Year,1.611229884,2.321732905,1.674979908,Minimal,
Illinois,5/25/2024,All Results,1.404302246,1.359411049,1.65632482,Minimal,
Illinois,9/23/2023,All Results,1.297510669,1.637968571,1.29215508,Minimal,
Illinois,10/5/2024,6 Months,1.03438973,1.263411201,1.342164173,Minimal,
Illinois,2/4/2023,All Results,4.466924272,4.556415555,3.909521905,Low,Limited Coverage
Illinois,1/6/2024,All Results,17.95770679,14.53445698,16.96838828,High,
Illinois,10/19/2024,1 Year,1.003306747,1.254449455,1.187282321,Minimal,
Illinois,1/13/2024,All Results,13.05747385,11.50486882,13.22823694,High,
Illinois,12/28/2024,1 Year,1.768193411,6.40425026,2.851538705,Minimal,
Illinois,10/7/2023,All Results,1.287055154,1.80711458,1.391231045,Minimal,
Illinois,8/31/2024,1 Year,1.242339435,1.23632566,1.328770793,Minimal,
Illinois,12/21/2024,All Results,4.430804386,6.597140991,5.121986494,Low,
Illinois,3/2/2024,1 Year,4.535859405,4.18098609,5.956499463,Low,
Illinois,4/22/2023,All Results,1.775412287,1.500029705,1.677801916,Minimal,
Illinois,11/30/2024,All Results,1.295231106,2.465017247,1.62554694,Minimal,
Illinois,5/20/2023,All Results,1.459102032,1.457232859,1.368781786,Minimal,
Illinois,10/26/2024,6 Months,0.982858524,1.157666147,1.062254333,Minimal,
Illinois,7/20/2024,1 Year,2.436541058,1.254157163,2.207633937,Minimal,
Illinois,11/4/2023,All Results,3.234115122,3.587764254,2.649035898,Minimal,
Illinois,2/3/2024,1 Year,5.780092496,6.868404881,7.18957889,Low,
Illinois,11/23/2024,6 Months,1.611229884,2.321732905,1.674979908,Minimal,
Illinois,6/1/2024,1 Year,1.643513264,1.301903931,1.776492254,Minimal,
Illinois,10/15/2022,All Results,10.37538371,6.332203993,4.675875457,Moderate,Limited Coverage
Illinois,6/24/2023,All Results,1.141162487,1.349720852,1.285060162,Minimal,
Illinois,2/25/2023,All Results,2.016776327,3.661807408,3.365102269,Minimal,Limited Coverage
Illinois,10/5/2024,1 Year,1.03438973,1.263411201,1.342164173,Minimal,
Illinois,9/30/2023,All Results,1.296035411,2.018461383,1.574891386,Minimal,
Illinois,11/9/2024,6 Months,1.563952439,1.505537457,1.347979909,Minimal,
Illinois,12/14/2024,All Results,2.289322753,5.472206273,3.290235204,Minimal,
Illinois,8/17/2024,All Results,1.158093036,1.215384356,1.368658013,Minimal,
Illinois,9/7/2024,All Results,1.079846438,1.203404589,1.216983352,Minimal,
Illinois,6/1/2024,All Results,1.643513264,1.301903931,1.776492254,Minimal,
Illinois,6/8/2024,1 Year,1.564837025,1.35325598,1.58458108,Minimal,
Illinois,1/20/2024,All Results,8.740529265,8.555605875,8.860613668,Moderate,
Illinois,1/18/2025,All Results,5.113660548,8.870003394,7.165747413,Low,
Illinois,11/16/2024,All Results,1.673047417,1.91663426,1.547652998,Minimal,
Illinois,9/7/2024,6 Months,1.079846438,1.203404589,1.216983352,Minimal,
Illinois,6/17/2023,All Results,1.198372596,1.343360995,1.219924007,Minimal,
Illinois,6/22/2024,1 Year,1.155920312,1.226811809,1.379333792,Minimal,
Illinois,10/19/2024,6 Months,1.003306747,1.254449455,1.187282321,Minimal,
Illinois,8/10/2024,1 Year,1.29137392,1.269186096,1.394603461,Minimal,
Illinois,8/20/2022,All Results,2.322804223,1.91357854,2.67725748,Minimal,Limited Coverage
Illinois,4/29/2023,All Results,1.471865416,1.347887368,1.444185363,Minimal,
Illinois,12/2/2023,All Results,16.81178224,11.02997146,11.00228412,High,
Illinois,4/15/2023,All Results,1.699765442,1.776348266,1.67051137,Minimal,
Illinois,1/4/2025,All Results,2.994334607,10.03425259,9.220387646,Minimal,
Illinois,8/17/2024,6 Months,1.158093036,1.215384356,1.368658013,Minimal,
Illinois,7/13/2024,1 Year,1.528177016,1.2601647,1.636838942,Minimal,
Illinois,10/1/2022,All Results,7.414972264,3.06491869,4.855866526,Low,Limited Coverage
Illinois,8/24/2024,6 Months,1.202387256,1.269539894,1.468952279,Minimal,
Illinois,11/26/2022,All Results,14.88711264,11.57252357,10.69405642,High,Limited Coverage
Illinois,8/31/2024,6 Months,1.242339435,1.23632566,1.328770793,Minimal,
Illinois,8/10/2024,6 Months,1.29137392,1.269186096,1.394603461,Minimal,
Illinois,3/11/2023,All Results,3.034044259,3.034928148,3.086198066,Minimal,
Illinois,12/10/2022,All Results,12.75600866,11.83463095,11.29745017,High,Limited Coverage
Illinois,9/24/2022,All Results,6.442314228,3.537481678,5.579833052,Low,Limited Coverage
Illinois,8/5/2023,All Results,1.120417405,1.35356087,1.247775294,Minimal,
Illinois,1/18/2025,45 Days,5.113660548,8.870003394,7.165747413,Low,
Illinois,1/25/2025,1 Year,10.52419597,8.410056222,7.135280785,Moderate,
Illinois,4/8/2023,All Results,2.338211933,2.033186444,2.180277452,Minimal,
Illinois,3/4/2023,All Results,3.254212762,3.218515966,3.406691002,Minimal,
Illinois,2/10/2024,1 Year,6.223489732,6.307025296,6.898218333,Low,
Illinois,5/18/2024,1 Year,1.829167772,1.404929217,1.941425842,Minimal,
Illinois,11/16/2024,1 Year,1.673047417,1.91663426,1.547652998,Minimal,
Illinois,10/26/2024,All Results,0.982858524,1.157666147,1.062254333,Minimal,
Illinois,3/18/2023,All Results,1.946820332,2.570391042,2.192948848,Minimal,
Illinois,1/18/2025,1 Year,5.113660548,8.870003394,7.165747413,Low,
Illinois,1/4/2025,45 Days,2.994334607,10.03425259,9.220387646,Minimal,
Illinois,5/11/2024,All Results,2.015116244,1.46649405,2.120049921,Minimal,
Illinois,12/17/2022,All Results,9.507474589,11.63728519,11.76555798,Moderate,Limited Coverage
Illinois,5/27/2023,All Results,1.326565995,1.379052949,1.316665559,Minimal,
Illinois,8/10/2024,All Results,1.29137392,1.269186096,1.394603461,Minimal,
Illinois,7/6/2024,All Results,1.221839112,1.221474285,1.422433705,Minimal,
Illinois,2/18/2023,All Results,4.617164568,4.567111247,4.597628917,Low,Limited Coverage
Illinois,1/25/2025,All Results,10.52419597,8.410056222,7.135280785,Moderate,
Illinois,9/16/2023,All Results,1.217124135,1.539365445,1.309909574,Minimal,
Illinois,4/27/2024,1 Year,1.69570474,1.455112007,1.928640665,Minimal,
Illinois,5/25/2024,1 Year,1.404302246,1.359411049,1.65632482,Minimal,
Illinois,11/9/2024,1 Year,1.563952439,1.505537457,1.347979909,Minimal,
Illinois,9/14/2024,All Results,1.023062395,1.184422229,1.19806837,Minimal,
Illinois,9/7/2024,1 Year,1.079846438,1.203404589,1.216983352,Minimal,
Illinois,3/9/2024,All Results,3.892771509,3.747594887,4.633870352,Minimal,
Illinois,11/30/2024,1 Year,1.295231106,2.465017247,1.62554694,Minimal,
Illinois,9/14/2024,6 Months,1.023062395,1.184422229,1.19806837,Minimal,
Illinois,6/3/2023,All Results,1.148432259,1.286926427,1.175885077,Minimal,
Illinois,1/11/2025,45 Days,5.041824123,10.08301231,7.942652317,Low,
Illinois,8/31/2024,All Results,1.242339435,1.23632566,1.328770793,Minimal,
Illinois,1/4/2025,1 Year,2.994334607,10.03425259,9.220387646,Minimal,
Illinois,8/3/2024,6 Months,1.511130692,1.218954668,1.585982419,Minimal,
Illinois,12/23/2023,All Results,7.970428879,11.1731723,9.679127265,Low,
Illinois,12/28/2024,6 Months,1.768193411,6.40425026,2.851538705,Minimal,
Illinois,12/28/2024,45 Days,1.768193411,6.40425026,2.851538705,Minimal,
Illinois,8/26/2023,All Results,1.426141258,1.65981482,1.517717823,Minimal,
Illinois,12/31/2022,All Results,8.799715733,9.64861324,7.991110424,Moderate,Limited Coverage
Illinois,1/11/2025,6 Months,5.041824123,10.08301231,7.942652317,Low,
Illinois,7/29/2023,All Results,1.125312847,1.384895253,1.182084583,Minimal,
Illinois,9/14/2024,1 Year,1.023062395,1.184422229,1.19806837,Minimal,
Illinois,12/14/2024,45 Days,2.289322753,5.472206273,3.290235204,Minimal,
Illinois,11/11/2023,All Results,3.934250071,5.228844852,2.896719261,Minimal,
Illinois,9/28/2024,6 Months,1.146132627,1.215121123,1.196646908,Minimal,
Illinois,10/12/2024,1 Year,0.990810702,1.1482105,1.099692741,Minimal,
Illinois,3/16/2024,All Results,3.762970766,3.212429211,4.705574304,Minimal,
Illinois,10/12/2024,6 Months,0.990810702,1.1482105,1.099692741,Minimal,
Illinois,8/3/2024,All Results,1.511130692,1.218954668,1.585982419,Minimal,
Illinois,4/27/2024,All Results,1.69570474,1.455112007,1.928640665,Minimal,
Illinois,9/17/2022,All Results,3.868590366,2.778847692,4.777028045,Minimal,Limited Coverage
Illinois,3/25/2023,All Results,1.815038379,2.163052158,1.978580164,Minimal,
Illinois,2/3/2024,All Results,5.780092496,6.868404881,7.18957889,Low,
Illinois,12/14/2024,1 Year,2.289322753,5.472206273,3.290235204,Minimal,
Illinois,1/18/2025,6 Months,5.113660548,8.870003394,7.165747413,Low,
Illinois,6/29/2024,1 Year,1.515837264,1.283688257,1.617632088,Minimal,
Illinois,6/15/2024,1 Year,1.322451528,1.259788613,1.48994094,Minimal,
Illinois,1/28/2023,All Results,4.719745368,5.388541997,4.372879703,Low,Limited Coverage
